# head,phon,pos,synonyms(;),example_base,example_translation
subcommittee,ˈsʌb.kəˌmɪti,noun,underudvalg,Have you ever seen the televised St. Vitus subcommittee prize,
projector,pɹəˈd͡ʒɛktə,noun,projektor,"[A]s the Doctor neither did this, nor yet sent him an answer, the projector wrote a second letter […].",
prickle,ˈpɹɪkəl,noun,pig,"The plants that have prickles are, thorns, black and white, briar, rose, lemon-trees,[…]",
substantiate,səbˈstænʃieɪt,verb,belægge,substantiate allegations,
devilry,ˈdɛv.əl.ɹi,noun,drilagtighed;vildskab,Their newfound devilry : prank-calling local businesses.,
adjudicator,əˈd͡ʒuː.dɪ.keɪ.tə,noun,dommer,We need a adjudicator.,Vi behøver en dommer.
deforest,dɪˈfɒɹɪst,verb,rydde for skov;afskove,We must deforest now.,Vi skal rydde for skov nu.
afterbirth,ˈæf.tɚ.bɚθ,noun,efterbyrd,She has a afterbirth.,Hun har en efterbyrd.
agronomic,,adj,agronomisk,It is very agronomic.,Det er meget agronomisk.
anatomist,əˈnæt.ə.mɪst,noun,anatom,She has a anatomist.,Hun har en anatom.
anthracite,ˈænθɹəˌsaɪt,noun,antracit,She has a anthracite.,Hun har en antracit.
armorial,,noun,våbenbog,We need a armorial.,Vi behøver en våbenbog.
antiserum,,noun,antiserum,We need a antiserum.,Vi behøver en antiserum.
automate,ˈɔː.tə.meɪt,verb,automatisere,Many offices still need to automate.,
autoimmune,ˌɔːtəʊɪˈmjuːn,adj,autoimmun,It is very autoimmune.,Det er meget autoimmun.
web colors,,noun,Web-sikre farver,We need a web colors.,Vi behøver en Web-sikre farver.
auditor,ˈɔːdɪtɚ,noun,revisor,"Thus (as you will see with half an eye, my wise little auditors) these good old dames had fallen into a strange perplexity.",
trade secret,,noun,forretningshemmelighed,"'I'm telling you trade secrets,' the father said, 'So don't you go talking about this to anyone else. You don't want me put in jug do you?'",
kohlrabi,koʊlˈɹɑb.i,noun,glaskål;knudekål;glaskålrabi;kålrabi,She has a kohlrabi.,Hun har en glaskål.
red cabbage,,noun,rødkål,I can see a red cabbage.,Jeg kan se en rødkål.
changing room,,noun,omklædningsrum;prøverum,We changed into our swimsuits in the changing room next to the pool.,
log out,,verb,logge af;logge ud,Please don't forget to log out after you finish your work.,
utility pole,,noun,telefonmast;telefonpæl,A utility pole shone yellow like a sick bruise high up over them.,
fly fishing,,noun,fluefiskeri,She has a fly fishing.,Hun har en fluefiskeri.
zoonotic,ˌzəʊ.əˈnɒ.tɪk,adj,zoonotisk,It is very zoonotic.,Det er meget zoonotisk.
basalt,ˈbæs.ɒlt,noun,basalt,I can see a basalt.,Jeg kan se en basalt.
basaltic,,adj,basaltisk,The island gains its geothermal heat from basaltic magma in the fissure systems of the Mid-Atlantic Ridge.,
firewater,,noun,ildvand,A continuously circulated firewater line supplies a deluge cooling system in each gathering center for fire containment.,
selkie,,noun,sælkvinde,I can see a selkie.,Jeg kan se en sælkvinde.
hairdryer,,noun,hårtørrer;føntørrer,I can see a hairdryer.,Jeg kan se en hårtørrer.
hemorrhoid,ˈhɛməɹɔɪd,noun,hæmoride;hæmorroide,We need a hemorrhoid.,Vi behøver en hæmoride.
believable,bɪˈliːvəbl̩,adj,trolig;troværdig,believable answer,
stage fright,,noun,sceneskræk;lampefeber,"I did some guest-speaking at the middle school last year, and I experienced some stage fright before and during my first presentation.",
aikido,aɪˈkiːdəʊ,noun,aikido,She has a aikido.,Hun har en aikido.
reassure,ˌɹi.əˈʃʊə(ɹ),verb,berolige,The boy's mother reassured him that there was no monster hiding under the bed.,
dogwood,ˈdɒɡwʊd,noun,kornel,She has a dogwood.,Hun har en kornel.
compass rose,,noun,kompasrose,I can see a compass rose.,Jeg kan se en kompasrose.
pillowcase,ˈpɪləʊˌkeɪs,noun,pudebetræk;pudevår,She has a pillowcase.,Hun har en pudebetræk.
bedspread,ˈbɛd.spɹɛd,noun,sengetæppe,I can see a bedspread.,Jeg kan se en sengetæppe.
quadratic equation,,noun,andengradsligning,We need a quadratic equation.,Vi behøver en andengradsligning.
pedalo,ˈpɛdələʊ,noun,vandcykel,I can see a pedalo.,Jeg kan se en vandcykel.
siding,ˈsaɪdɪŋ,noun,sidespor;vigespor,"They slept where they could, sometimes in an empty truck on a siding near the station, sometimes in a cart behind a warehouse; [...]",
jaywalking,,noun,fumlegængeri,She has a jaywalking.,Hun har en fumlegængeri.
jaywalker,ˈd͡ʒeɪ.wɔkɚ,noun,fumlegænger,We need a jaywalker.,Vi behøver en fumlegænger.
jimsonweed,,noun,pigæble,We need a jimsonweed.,Vi behøver en pigæble.
mandrake,ˈmændɹeɪk,noun,alrune,"Pharmaceutically tested in recent times, mandrake show aphrodisiac properties.",
marchioness,ˈmɑɹʃənɪs,noun,markise,"The first train over the bridge was driven by the Marchioness of Tweeddale, and the engine was No. 602 of the North British Railway Company.",
meatloaf,ˈmiːt.ləʊf,noun,forloren hare;farsbrød,We need a meatloaf.,Vi behøver en forloren hare.
glowing,ˈɡloʊɪŋ,adj,glødende,glowing embers,
he-man,ˈhiː.mæn,noun,rigtigt mandfolk,I can see a he-man.,Jeg kan se en rigtigt mandfolk.
self-interest,,noun,egennytte;egeninteresse;selvinteresse,I cannot abandon my husband for the sake of self-interest and personal gain.,
papier-mâché,ˌpapɪ.eɪ ˈmaʃeɪ,noun,papmaché,"She sat completely alone at the very back of the sea-themed restaurant, amid papier-mâché starfish and plastic shrimp.",
paternoster,ˈpɑːtəˌnɒstə(ɹ),noun,fadervor;paternosterelevator,The friar had said his paternosters duly,
injective,ɪnˈd͡ʒɛktɪv,adj,injektiv,She is injective.,Hun er injektiv.
insofar as,ɪn.səʊˈfɑːɹəz,conj,for så vidt,"Insofar as it expresses an expansion in physical plant, it ought to make possible the production of more goods.",
intrauterine device,,noun,spiral,We need a intrauterine device.,Vi behøver en spiral.
tonsillectomy,,noun,tonsillektomi,We need a tonsillectomy.,Vi behøver en tonsillektomi.
volute,vəˈluːt,noun,volut,She has a volute.,Hun har en volut.
ball boy,,noun,bolddreng,I can see a ball boy.,Jeg kan se en bolddreng.
in the way,,prep_phrase,i vejen,"I really wanted a clear photo of the president, but all the journalists were in the way.",
on the way,,prep_phrase,på vej,Don't panic! Reinforcements are on the way.,
so far so good,,phrase,"så langt, så godt",,
mooncake,ˈmuːnkeɪk,noun,månekage,"Mei-kwei 玫丨 [i.e., 玫瑰] name of a pearl; also of a round cake, called the moon-cake, eaten at the harvest moon; […]",
birdseed,ˈbɝdˌsid,noun,fuglefrø,"If you set out birdseed in the winter, cardinals will be encouraged to overwinter.",
narcoleptic,,noun,narkoleptiker,We need a narcoleptic.,Vi behøver en narkoleptiker.
narcoleptic,,adj,narkoleptisk,"Miranda, who is narcoleptic and forgot to take her medication, was out cold for nearly 40 minutes after the plucky little girl called 911.",
bone china,,noun,benporcelæn,I can see a bone china.,Jeg kan se en benporcelæn.
restrictive,ɹɪˈstɹɪktɪv,adj,restriktive,"The help tended to be officious, the rules, if heeded, restrictive, and the management meddlesome.",
jerrycan,ˈd͡ʒɛɹiˌkæn,noun,jerrycan;benzindunk,Anyone with half a brain and a jerrycan of fertilizer's got an army.,
unheard,ʌnˈhɜː(ɹ)d,adj,uhørt,Her cries for help remained unheard.,
calcine,ˈkælsaɪn,verb,udgløde;gløde ud,"Fire […] burneth and calcineth ſtone, vvhereof is made that morter vvhich bindeth all vvork in maſonry.",
recitative,ɹɛsɪtəˈtiːv,noun,recitativ,I can see a recitative.,Jeg kan se en recitativ.
ragout,ɹæˈɡuː,noun,ragout,She has a ragout.,Hun har en ragout.
fateful,ˈfeɪtfəl,adj,skæbnesvanger,"It started with that fateful trip, history was never the same afterwards.",
pretty much,,adv,stort set,"That's my life pretty much, down to such times as I got shipped off, arter Pip stood my friend.",
on the house,,prep_phrase,på husets regning,This voucher entitles you to a free drink on the house.,
shortness,,noun,korthed,the shortness of a stubby pencil,
pie in the sky,ˈpaɪ ɪn ðə ˈskaɪ,noun,luftkastel;luftsteg og vindfrikadeller,Old Hare Krishna got nothing on you / Just keep you crazy with nothing to do / Keep you occupied with pie in the sky,
halberd,ˈhæl.bɚd,noun,hellebard;atgejr,We need a halberd.,Vi behøver en hellebard.
blackish,ˈblækɪʃ,adj,sortladen;sortlig;sortagtig,She is blackish.,Hun er sortladen.
macro-,ˈmækɹoʊ,prefix,makro-,macronucleus,
bureaucratic,ˌbjʊəɹəˈkɹætɪk,adj,bureaukratisk,"European Union is legalistic, bureaucratic and runs by precedent.",
lose count,,verb,tabe tråden,I have lost count of the number of girls I have kissed.,
metalhead,,noun,heavyrocker,I can see a metalhead.,Jeg kan se en heavyrocker.
inhuman,ɪnˈhjuːmən,adj,umenneskelig;inhuman,A inhuman car.,En umenneskelig bil.
organized crime,,noun,organiseret kriminalitet,Organized crime is largely responsible for the nation’s illicit drug trafficking.,
allocation,ˌæl.əˈkeɪ.ʃən,noun,allokering,"The allocation of new permits is on a first-come, first-served basis.",
councilman,,noun,byrådsmedlem;rådmand;rådsherre,We need a councilman.,Vi behøver en byrådsmedlem.
mandarin fish,,noun,mandarinfisk,I can see a mandarin fish.,Jeg kan se en mandarinfisk.
bedsheet,ˈbɛdʃiːt,noun,lagen,We need a bedsheet.,Vi behøver en lagen.
deaf-mute,,adj,døvstum,She is deaf-mute.,Hun er døvstum.
good things come to those who wait,,proverb,alt godt kommer til den der venter,,
patience is a virtue,,proverb,tålmodighed er en dyd,,
carry coals to Newcastle,,verb,give bagerbørn hvedebrød,"He's the fellow who likes to let off stink bombs in night clubs, which rather falls under the head of carrying coals to Newcastle […]",
muzzleloader,,noun,forlader;forladegevær,I can see a muzzleloader.,Jeg kan se en forlader.
bedpan,ˈbɛdˌpæn,noun,bækken,The nurse emptied the patient's bedpan each morning.,
knee-high,ˌniːˈhaɪ,noun,knæstrømpe,We need a knee-high.,Vi behøver en knæstrømpe.
royal flush,,noun,royal flush,We need a royal flush.,Vi behøver en royal flush.
dreamlike,,adj,drømmeagtig,Her kiss sent me into a dreamlike state of bliss.,
chrysoprase,,noun,krysopras;chrysopras,"[…]or such pale green and uncertain as we see in sunset sky, and in the clefts of the glacier and the chrysoprase,[…]",
payphone,ˈpeɪˌfoʊn,noun,mønttelefon,"I only had ten cents in my pocket, so I couldn't use the payphone to call a cab.",
"well, I never",,intj,Nu har jeg aldrig!,,
choking,ˈtʃəʊkɪŋ,noun,kvælning,The study found that 29 percent of nonfood-related chokings were caused by latex balloons.,
disloyal,[dɪsˈlɔɪ(j)əɫ],adj,illoyal,"[…] Norway himself,
With terrible numbers,
Assisted by that most disloyal traitor
The thane of Cawdor, began a dismal conflict;",
battlefield,ˈbætəlˌfiːld,noun,slagmark,We need a battlefield.,Vi behøver en slagmark.
pound cake,,noun,pund-til-pund-kage,"Satisfied her aunt had things under control, Addy put on the coffee and sliced and arranged the pound cake on a cookie sheet.",
calipers,ˈkæl.ɪ.pəz,noun,skydelære,And simultaneously I raise my trouser cuff to reveal the leather straps and wicked steel calipers harnessing my right boot.,
caliper,ˈkælɪpɚ,noun,caliper,We need a caliper.,Vi behøver en caliper.
anthill,ˈænt.hɪl,noun,myretue,"On arrival at Edinburgh Waverley, I fight my way through the throngs of tourists and locals turning the place into a human anthill.",
demonology,ˌdiːməˈnɒlədʒi,noun,dæmonologi,I can see a demonology.,Jeg kan se en dæmonologi.
star cluster,,noun,stjernehob,We need a star cluster.,Vi behøver en stjernehob.
hand down,,verb,overlevere,Fables are handed down from age to age.,
"like father, like son",,proverb,"som far, så søn","Jason is headstrong and impatient—like father, like son.",
slippery jack,,noun,brungul rørhat,We need a slippery jack.,Vi behøver en brungul rørhat.
receptive,ɹɪˈsɛptɪv,adj,modtagelig,receptive to the idea,
gauleiter,ˈɡaʊ(ˌ)laɪtəɹ,noun,gauleiter,"Five minutes later, Martland and his gauleiters canter in and whisk poor Hockbottle off to the Cottage Hospital of evil fame.",
apatite,ˈæpətaɪt,noun,apatit,We need a apatite.,Vi behøver en apatit.
dutiful,,adj,pligttro;pligtopfyldende,"Ralph was a dutiful child, and took the trash out without being told.",
ashlar,ˈæʃlə,noun,kvadersten,The four main spans across the waterway are carried on ashlar piers founded on Memel timber piles.,
mathematize,,verb,matematisere,She can mathematize.,Hun kan matematisere.
nail clippers,,noun,negleklipper;neglesaks,She has a nail clippers.,Hun har en negleklipper.
bon vivant,ˌbɑn vɪvˈɑnt,noun,levemand;livsnyder,I can see a bon vivant.,Jeg kan se en levemand.
conjurer,ˈkʌnd͡ʒəɹə(ɹ),noun,tryllekunstner,"Some would be apt to say, he is a Conjurer; for he has found, That a Republick[…] is composed of Men only, and not of Horses",
jammed,,adj,propfuld;smækfuld,The window is jammed shut.,
minium,ˈmɪnɪəm,noun,mønje,We need a minium.,Vi behøver en mønje.
shithead,ˈʃɪt.hɛd,noun,skiderik,"Unfortunately Todd is a dummy, but what's worse is that Harvey is a shithead.",
come on,,intj,kom nu,I'll show you where the auditorium is. Come on!,
motorboat,ˈməʊtəˌbəʊt,noun,motorbåd,We need a motorboat.,Vi behøver en motorbåd.
water taxi,,noun,taxibåd,I can see a water taxi.,Jeg kan se en taxibåd.
feigned,ˈfeɪnd,adj,forstilt;foregiven;påtaget,"""I have passed my word,"" said Jowl with feigned reluctance, ""and I'll keep it. When does this match come off? I wish it was over. -- To-night?""",
peerless,,adj,mageløs,"Let's after him, / Whoſe care is gone before, to bid vs welcome: / It is a peerleſſe Kinſman.",
a bird in the hand is worth two in the bush,,proverb,en fugl i hånden er bedre end ti på taget,"It is more sykyr a bryd in youre fyste
Than to have thre in the sky above",
embers,,noun,glød,Looking beyond the embers of bridges glowing behind us / To a glimpse of how green it was on the other side,
justifiable,,adj,forsvarlig,"Near-synonyms: defensible, excusable",
infantryman,,noun,infanterist;fodsoldat,I can see a infantryman.,Jeg kan se en infanterist.
hoar frost,ˈhɔː fɹɒst,noun,rim,"He [the Lord] geueth ſnowe like woll, & ſcatereth yͤ horefroſt like aſhes.",
scrubbing brush,,noun,skrubbebørste,She has a scrubbing brush.,Hun har en skrubbebørste.
appeasement,əˈpiːz.mənt,noun,eftergivenhedspolitik,We need a appeasement.,Vi behøver en eftergivenhedspolitik.
as hell,,adv,pisse-,It's cold as hell in here!,
mobilization,,noun,mobilisering,a national mobilization to fight climate change,
mobilise,ˈməʊbɪlaɪz,verb,mobilisere,"All Whitby is mobilising against the economy plan, alleging that loss of railway facilities would turn the port into a ""ghost town""; [...].",
samovar,ˈsæməvɑː(ɹ),noun,samovar,Come on now with the samovar ─ and make haste sorting the letter-bag.,
mangal,ˈmæŋɡəl,noun,mangrove,I can see a mangal.,Jeg kan se en mangrove.
syphilitic,,adj,syfilitisk,One can try hunting syphilitic treponemes directly by having skin irregularities […] biopsied and subjected to a silver-staining test.,
syphilitic,,noun,syfilitiker,She has a syphilitic.,Hun har en syfilitiker.
weather deck,,noun,overdæk,She has a weather deck.,Hun har en overdæk.
crasis,ˈkɹeɪsɪs,noun,krasis,"Some men have peculiar symptoms, according to their temperament and crasis, which they had from the stars and those celestial influences […]",
monarchic,mɒnˈɑː(ɹ)kɪk,adj,monarkisk,She is monarchic.,Hun er monarkisk.
